Feature1,Feature2,Target
1.8904969469141488,-0.5169690049848157,1.0
-0.3114760900356194,-0.6758091145667882,0.0
-2.346684803962509,1.4721199545356098,0.0
1.7571548664142176,-3.1010155955314365,0.0
1.8032390103251554,1.9380981592019353,1.0
1.5579664147418932,1.575517228043594,1.0
1.3812241040620235,-0.7850805275434688,0.0
0.26267121469980803,-1.610087871084952,0.0
-1.2901723957966793,1.0459349519473145,0.0
-0.8748887710922288,1.2403243036540168,0.0
0.8237090198389965,0.8832332186523826,1.0
-0.6494939714785506,-0.1215379321145994,0.0
-0.017224507376648157,-1.0941963384567337,0.0
1.5395999597233316,1.7679342786705425,1.0
0.9652644810773588,1.14958311294988,1.0
-0.6927651192770186,0.850734989981633,0.0
1.7280432016337977,2.1403652615490443,1.0
-0.7265452964761798,-1.3180089358460214,0.0
-1.1445968594733404,-0.8544570346529836,0.0
0.3388978715305109,0.45667897978711103,0.0
-1.0525203083489414,-1.4753797591061693,1.0
1.5784260192417503,-0.8694237877481101,1.0
1.1420234262000388,1.3414016919173366,1.0
-0.18284532433005352,0.13322693766752525,0.0
0.09002979084781915,-1.3279355731921103,0.0
1.3405679793869285,-0.7498235715058222,1.0
1.6075810290749326,-0.6400717417161272,1.0
0.6335846176600037,-0.7495562014968973,0.0
1.5336462815781124,1.634893171838917,1.0
0.7178363861540534,-1.0846610469961986,1.0
-1.8978107975144236,-0.6616717698070618,0.0
-0.87254802401183,-1.1511130218175034,0.0
0.06384078065065146,0.12144030081407808,1.0
-0.05139190575231689,-0.023027788649627512,0.0
1.3301626884532873,-0.8722582012487293,1.0
0.3697365967874082,-1.3424990280306002,1.0
-2.5556763566968765,1.5770400161752574,0.0
0.21401554214864582,0.17061774171010646,1.0
1.9006692578438829,-0.4851461744367276,1.0
-2.2366054948067076,0.13413316328886982,0.0
-1.6119679658275472,1.2147859043312075,0.0
1.0363447277088527,-1.2213309001668833,1.0
-0.2786335586779689,-0.6027097047479384,1.0
-0.2330790318843906,0.6551301862576422,0.0
-1.5894368425110472,0.9650514855336402,0.0
1.0787604403965705,1.2704084690831854,1.0
1.5387533708902859,-0.7716794070822814,1.0
-1.2206408298123437,-1.2929709872376822,0.0
-0.7127069474020697,-1.0595177661953503,1.0
1.8690811185701426,1.6394840057483901,1.0
2.521699164235665,2.9263663427937616,1.0
-0.8181771282146666,0.6270566344540072,0.0
0.5848447835907586,-1.3386517630778014,1.0
-0.07805532234520085,-1.4978369693902511,0.0
0.2460485352432782,-3.0524797263349153,0.0
1.5407850138389834,1.9081761532961001,1.0
2.5556656966711806,-0.382374300384163,1.0
-0.8869892709301376,-0.8074555691681751,0.0
-1.3779470437607795,-0.005195791353786561,0.0
1.296717686224013,1.2385224601145344,1.0
1.8475558624565567,-0.45677355715623713,1.0
2.8144111841441966,-0.1970353259455513,1.0
3.273875460357548,0.2689189783294075,1.0
-0.496473436069661,-1.6262083282542878,1.0
-0.03518168595789972,-1.117689068319376,0.0
-1.0503999092573635,-0.4572717409177782,0.0
0.7105532816999531,0.9462365076425067,1.0
1.2340594090882102,1.121296673840637,1.0
-0.47658014107406044,-1.943922844653724,1.0
2.060572747800775,-0.5745162158199877,1.0
2.2111969137183527,-0.3250840790733083,1.0
2.667644324424625,-0.39268439107647934,1.0
-2.0869583756082326,-3.829680910913114,0.0
2.567224417318545,2.694304971585387,1.0
1.2574204553863837,-0.7757001209810489,1.0
-0.9230546154244006,0.9177145432535536,0.0
-0.9264387952191451,-0.5433223913993908,0.0
1.4602305606269717,1.5519581313581152,1.0
0.28887887082324726,-1.6362362311937346,1.0
-0.6576480150313025,1.218835382766753,0.0
